,Name,Conservation status,Kingdom,Phylum,Class,Order,Family,Genus,Species,Binomial Name,Synonyms,Summary,Categories,References,Wiki URL,Image,Countries,Habitat
1053,Grey-striped spurfowl,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Galliformes,Phasianidae,Pternistis,P. griseostriatus,"Pternistis griseostriatus(Ogilvie-Grant, 1890)",Francolinus griseostriatus protonym,"The grey-striped spurfowl (Pternistis griseostriatus) is a species of bird in the family Phasianidae.
It is found only in Angola.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://animaldiversity.ummz.umich.edu/accounts/Francolinus_griseostriatus/classification/', 'http://datazone.birdlife.org/species/factsheet/22678843', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22678843A92791375.en']",https://en.wikipedia.org/wiki/Grey-striped_spurfowl,https://upload.wikimedia.org/wikipedia/commons/e/e8/FrancolinusGriseostriatusKeulemans.jpg,Angola,forest
1054,Grey-tailed mountaingem,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,L. cinericauda,"Lampornis cinericauda(Lawrence, 1867)",Lampornis castaneoventris cinereicauda,The grey-tailed mountaingem or gray-tailed mountaingem (Lampornis cinereicauda) is a hummingbird which breeds only in the mountains of southern Costa Rica. Until recently it was believed to be a subspecies of the white-throated mountaingem.,"[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1867']","['http://ibc.hbw.com/ibc/phtml/especie.phtml?idEspecie=3155', 'http://datazone.birdlife.org/species/factsheet/22725806', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1149419']",https://en.wikipedia.org/wiki/Grey-tailed_mountaingem,https://upload.wikimedia.org/wikipedia/commons/2/23/142aL44mountaingem.JPG,Costa Rica,forest
1055,Grey-tailed piha,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Cotingidae,Snowornis,S. subalaris,"Snowornis subalaris(P.L.Sclater, 1861)","Lathria subalaris (P.L.Sclater, 1861) Lipaugus subalaris P.L.Sclater, 1861","The grey-tailed piha (Snowornis subalaris) is a species of bird in the family Cotingidae. It is found in Colombia, Ecuador and Peru where its natural habitat is subtropical or tropical moist montane forests.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1861']","['http://datazone.birdlife.org/species/factsheet/22700831', 'http://www.birdlife.org/datazone/speciesfactsheet.php?id=4494', 'http://doi.org/10.2305%2FIUCN.UK.2020-3.RLTS.T22700831A180886702.en']",https://en.wikipedia.org/wiki/Grey-tailed_piha,https://upload.wikimedia.org/wikipedia/commons/a/a8/LipaugusSubalarisSmit.jpg,Colombia,forest
1056,Grey-tailed tattler,Near Threatened (IUCN 3.1)[1],Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,T. brevipes,"Tringa brevipes(Vieillot, 1816)",,"The grey-tailed tattler or Polynesian tattler, Tringa brevipes (formerly Heteroscelus brevipes) is a small, foraging shorebird in the genus Tringa. The English name for the tattlers refers to their noisy call.","['Articles containing video clips', ""Articles with 'species' microformats"", 'Articles with short description']","['http://birdlife.org.au/bird-profile/grey-tailed-tattler', 'http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:96859', 'http://jboyd.net/Taxo/List9a.html']",https://en.wikipedia.org/wiki/Grey-tailed_tattler,https://upload.wikimedia.org/wikipedia/commons/e/e2/Grey-tailed_Tattler95.ogv,Australia,
1057,Grey-throated babbler,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Timaliidae,Stachyris,S. nigriceps,"Stachyris nigricepsBlyth, 1844",,"The grey-throated babbler (Stachyris nigriceps) is a species of bird in the family Timaliidae.
It is found in Bangladesh, Bhutan, China, India, Indonesia, Laos, Malaysia, Myanmar, Nepal, Thailand, and Vietnam.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22716255', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=118413', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22716255A94486828.en']",https://en.wikipedia.org/wiki/Grey-throated_babbler,https://upload.wikimedia.org/wikipedia/commons/2/22/4G4A9351.jpg,Bangladesh,forest
1058,Grey-throated barbet,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Lybiidae,Gymnobucco,G. bonapartei,"Gymnobucco bonaparteiHartlaub, 1854",,"The grey-throated barbet (Gymnobucco bonapartei) is a species of bird in the Lybiidae family (African barbets).
It is found in Angola, Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Kenya, Rwanda, South Sudan, Tanzania, and Uganda.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22726032', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22726032A94909606.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=554197']",https://en.wikipedia.org/wiki/Grey-throated_barbet,https://upload.wikimedia.org/wikipedia/commons/5/55/Gray-throated_Barbet_-_Kakamega_Kenya_06_1744.jpg,Central African Republic,
1059,Grey-throated chat,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Granatellus,G. sallaei,"Granatellus sallaeiBonaparte, 1856",,"The grey-throated chat (Granatellus sallaei) is a species of bird in the family Cardinalidae, the cardinals or cardinal grosbeaks. It is found in Belize, Guatemala, and Mexico.","['All Wikipedia articles written in American English', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22722065', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=102607', 'https://neotropical.birds.cornell.edu/Species-Account/nb/species/grtcha1']",https://en.wikipedia.org/wiki/Grey-throated_chat,https://upload.wikimedia.org/wikipedia/commons/0/0a/Granatellus_sallaei_map.svg,Guatemala,
1060,Grey-throated leaftosser,Near Threatened (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Furnariidae,Sclerurus,S. albigularis,"Sclerurus albigularisSclater & Salvin, 1869",,"The grey-throated leaftosser (Sclerurus albigularis) is a species of bird in the family Furnariidae. It is found in Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Panama, Peru, Trinidad and Tobago, and Venezuela.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22702968', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22702968A93897178.en', 'https://neotropical.birds.cornell.edu/Species-Account/nb/species/grtlea1']",https://en.wikipedia.org/wiki/Grey-throated_leaftosser,https://upload.wikimedia.org/wikipedia/commons/d/d0/Furnarius-icon.png,Trinidad and Tobago,forest
1061,Grey-throated martin,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,R. chinensis,"Riparia chinensis(J. E. Gray, 1830)",,"The grey-throated martin or Asian plain martin (Riparia chinensis) is a small passerine bird in the swallow family.
The grey-throated martin is found in open habitats such as farmland, grassland and savannah, usually near water.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/103815539', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T103815539A104326369.en', 'http://www.iucnredlist.org/details/103815539/0']",https://en.wikipedia.org/wiki/Grey-throated_martin,https://upload.wikimedia.org/wikipedia/commons/a/a5/Grey-throated_Sand-martin_Riparia_chinensis_by_Dr._Raju_Kasambe_%285%29.jpg,Afghanistan,
1062,Grey-throated rail,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Gruiformes,Rallidae,"CanirallusBonaparte, 1856",C. oculeus,"Canirallus oculeus(Hartlaub, 1855)",,"The grey-throated rail (Canirallus oculeus) is a species of bird in the family Rallidae, the only member of the genus Canirallus. It is found in Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Equatorial Guinea, Gabon, Ghana, Guinea, Liberia, Nigeria, and Sierra Leone.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22692260', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=113455', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22692260A93344888.en']",https://en.wikipedia.org/wiki/Grey-throated_rail,https://upload.wikimedia.org/wikipedia/commons/0/0d/Canirallus_oculeus_Museum_de_Gen%C3%A8ve.JPG,Central African Republic,
1063,Grey-throated sunbird,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Anthreptes,A. griseigularis,"Anthreptes griseigularisTweeddale, 1878",Anthreptes malacensis griseigularis,The grey-throated sunbird (Anthreptes griseigularis) is a species of bird in the family Nectariniidae. It is found in a wide range of semi-open wooded habitats in the northern and eastern part of the Philippines.,"['All stub articles', 'Anthreptes', ""Articles with 'species' microformats""]","['http://datazone.birdlife.org/species/factsheet/103792631', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T103792631A104295009.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=916384']",https://en.wikipedia.org/wiki/Grey-throated_sunbird,https://upload.wikimedia.org/wikipedia/commons/4/41/Anthreptes_griseigularis_Keulemans.jpg,Philippines,
1064,Grey-throated tit-flycatcher,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Myioparus,M. griseigularis,"Myioparus griseigularis(Jackson, 1906)",,"The grey-throated tit-flycatcher (Myioparus griseigularis) is a species of bird in the family Muscicapidae.
It is found in Angola, Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Equatorial Guinea, Gabon, Ghana, Liberia, Nigeria, Sierra Leone, Tanzania, and Uganda.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=561334', 'https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1765288', 'https://avibase.bsc-eoc.org/species.jsp?avibaseid=F563FE97D11BF340']",https://en.wikipedia.org/wiki/Grey-throated_tit-flycatcher,https://upload.wikimedia.org/wikipedia/commons/a/aa/Grey-throated_Tit-Flycatcher_%28cropped%29.jpg,Central African Republic,forest
1065,Grey-throated warbler,Near Threatened (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,M. cinereicollis,"Myiothlypis cinereicollis(Sclater, 1865)",Basileuterus cinereicollis,"The grey-throated warbler (Myiothlypis cinereicollis) is a species of bird in the family Parulidae.
It is found in Colombia and Venezuela.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22721985', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=745673', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22721985A94742758.en']",https://en.wikipedia.org/wiki/Grey-throated_warbler,https://upload.wikimedia.org/wikipedia/commons/c/ce/BasileuterusCinereicollisJennens.jpg,Colombia,forest
1066,Grey-throated white-eye,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,Z. rendovae,"Zosterops rendovaeTristram, 1882",Zosterops ugiensis,"The grey-throated white-eye (Zosterops rendovae) is a species of bird. Its family, the Zosteropidae, is probably not valid and belongs in the Timaliidae instead.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://ibc.lynxeds.com/species/grey-throated-white-eye-zosterops-rendovae', 'http://www.repository.naturalis.nl/document/150019', 'http://datazone.birdlife.org/species/factsheet/103892086']",https://en.wikipedia.org/wiki/Grey-throated_white-eye,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,Solomon Islands,forest
1067,Grey-winged Inca finch,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Thraupidae,Incaspiza,I. ortizi,"Incaspiza ortiziZimmer, 1952",,"The grey-winged Inca finch (Incaspiza ortizi) is a species of bird traditionally placed in the family Emberizidae, but it may be more closely related to the Thraupidae.
It is endemic to Peru.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1952']","['http://datazone.birdlife.org/species/factsheet/22723198', 'http://www.birdlife.org/datazone/search/species_search.html?action=SpcHTMDetails.asp&sid=9487&m=0', 'http://doi.org/10.2305%2FIUCN.UK.2017-3.RLTS.T22723198A118770965.en']",https://en.wikipedia.org/wiki/Grey-winged_Inca_finch,https://upload.wikimedia.org/wikipedia/commons/b/b0/Gray-winged_Inca-Finch_-_Incaspiza_ortizi_%28cropped%29.jpg,Peru,
1068,Grey-winged blackbird,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,T. boulboul,"Turdus boulboul(Latham, 1790)",,"The grey-winged blackbird (Turdus boulboul) is a species of bird in the thrush family.
It is found in south-eastern Asia from the Himalayas to northern Vietnam.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://datazone.birdlife.org/species/factsheet/22708772', 'http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22708772A94175974.en', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=563569']",https://en.wikipedia.org/wiki/Grey-winged_blackbird,https://upload.wikimedia.org/wikipedia/commons/b/be/Grey-winged_Blackbird_-_Bhutan_S4E0223_%2817234373941%29.jpg,,forest
1069,Grey-winged cotinga,Vulnerable (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Cotingidae,Lipaugus,L. conditus,"Lipaugus conditusSnow, 1980",,The grey-winged cotinga (Lipaugus conditus) is a species of bird in the family Cotingidae. It is endemic to Brazil where it is restricted to the Serra dos Órgãos and Serra do Tinguá in Rio de Janeiro State.,"['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://pubmed.ncbi.nlm.nih.gov/25234241', 'http://www.birdlife.org/datazone/species/index.html?action=SpcHTMDetails.asp&sid=4468&m=0', 'http://doi.org/10.1016%2Fj.ympev.2014.09.001']",https://en.wikipedia.org/wiki/Grey-winged_cotinga,https://upload.wikimedia.org/wikipedia/commons/3/30/Lipaugus_conditus_map.svg,Brazil,forest
1070,Grey-winged francolin,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Galliformes,Phasianidae,Scleroptila,S. afra,"Scleroptila afraLatham, 1790",Francolinus africanusScleroptila africanus,"The grey-winged francolin (Scleroptila afra) is a species of bird in the family Phasianidae.
It is found in Lesotho and South Africa.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://doi.org/10.2305%2FIUCN.UK.2016-3.RLTS.T22678764A92787853.en', 'http://sabap2.adu.org.za/docs/sabap1/190.pdf', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=553840']",https://en.wikipedia.org/wiki/Grey-winged_francolin,https://upload.wikimedia.org/wikipedia/commons/4/48/Bergpatrys_%28Scleroptila_afra%29_in_KwaZulu-Natal%2C_Francesco_Veronesi.jpg,South Africa,
1071,Grey-winged robin-chat,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cossypha,C. polioptera,"Cossypha poliopteraReichenow, 1892",Sheppardia polioptera,The grey-winged robin-chat or grey-winged akalat (Cossypha polioptera) is a bird in the family Muscicapidae. The species was first described by Anton Reichenow in 1892.,"['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['https://www.hbw.com/node/58438', 'https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=559541', 'https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=228319']",https://en.wikipedia.org/wiki/Grey-winged_robin-chat,https://upload.wikimedia.org/wikipedia/commons/4/4e/Die_V%C3%B6gel_Afrikas_%281900%29_%2820761499248%29.jpg,Central African Republic,forest
